dataset,arch,group_id,point_id,attack_type,trigger_type,poison_rate,train_param_value,test_param_type,test_param_value,stealth_tpr_avg,stealth_auc_avg,transfer_rate,asr,cover_rate,nc_max_anomaly_index,nc_is_poisoned,S_stealth,S_stealth_tpr
cifar10,resnet18,83,1,basic,basic,0.005,0.3,test_alpha,0.3,0.13210470197978108,0.05573508217430201,0.887344,0.9901292923675796,,6.372916221618652,true,0.11194855864551898,0.17304425448990224
cifar10,resnet18,84,1,basic,basic,0.005,0.4,test_alpha,0.4,0.17409118688101555,0.06908370239854555,0.959688,0.9966634227721396,,5.870650291442871,true,0.11475069689844047,0.19875668448441647
cifar10,resnet18,85,1,basic,basic,0.005,0.5,test_alpha,0.5,0.17879503062360802,0.07651223358913739,0.995,0.9987487835395523,,6.7308759689331055,true,0.13418396389892573,0.21601020152650224
cifar10,resnet18,86,1,basic,basic,0.005,0.6,test_alpha,0.6,0.12761729505632036,0.046975753659610375,0.996406,0.9997219518976783,,2.432164192199707,true,0.043140468080399536,0.10765370119776752
cifar10,resnet18,87,1,basic,basic,0.005,0.7,test_alpha,0.7,0.04955133897539277,0.027803464257970312,1.0,1.0,,6.683238983154297,true,0.09446988401495968,0.11186818378889765
cifar10,resnet18,88,1,basic,basic,0.005,0.8,test_alpha,0.8,0.15042912985251145,0.04742262699833355,0.998281,0.9991658556930348,,3.8312509059906006,true,0.06543906747230324,0.14784426975564555
cifar10,resnet18,89,1,basic,basic,0.005,0.9,test_alpha,0.9,0.06515659760845394,0.022024438681225278,0.999531,0.9998609759488392,,2.55169939994812,true,0.025054020442834737,0.05955974758461766
cifar10,resnet18,90,1,basic,basic,0.005,1.0,test_alpha,1.0,0.12144101084538383,0.030096633186045274,0.999844,0.9998609759488392,,4.07330322265625,true,0.05537424461443501,0.12844974674190587
cifar10,resnet18,91,1,basic,basic,0.01,0.2,test_alpha,0.2,0.42960718715545765,0.27970211726023997,0.301406,0.6304740720144585,,2.664663791656494,true,0.2329677211887139,0.35289177710488806
cifar10,resnet18,92,1,basic,basic,0.01,0.3,test_alpha,0.3,0.23846016221374045,0.11066532126516537,0.771563,0.9470318365077158,,4.823713302612305,true,0.13159746003516254,0.2338333327940226
cifar10,resnet18,93,1,basic,basic,0.01,0.4,test_alpha,0.4,0.2506925360661506,0.09490898036345063,0.879062,0.9877658834978451,,1.8811174631118774,false,0.07592718429076051,0.2005540288529205
cifar10,resnet18,94,1,basic,basic,0.01,0.5,test_alpha,0.5,0.1416605153203343,0.0563024157217169,0.982187,0.998192687334909,,4.478927135467529,true,0.08270004542798154,0.15098652510687546
cifar10,resnet18,95,1,basic,basic,0.01,0.6,test_alpha,0.6,0.21873886569241474,0.07834656947908747,0.997188,0.9988878075907132,,8.323895454406738,true,0.16063387339646626,0.27294771036712806
cifar10,resnet18,96,1,basic,basic,0.01,0.7,test_alpha,0.7,0.202047642872059,0.06656083144430325,0.997031,0.9986097594883915,,14.83074951171875,true,0.25324866515544264,0.36163811429764725
cifar10,resnet18,97,1,basic,basic,0.01,0.8,test_alpha,0.8,0.15462879274989572,0.0425729066755558,0.99875,1.0,,14.349135398864746,true,0.22650543840742782,0.3161501472668997
cifar10,resnet18,98,1,basic,basic,0.01,0.9,test_alpha,0.9,0.2383563234471181,0.08926466483486784,0.986719,0.9937439176977617,,5.413886547088623,true,0.12373229445671156,0.24300562134651177
cifar10,resnet18,99,1,basic,basic,0.01,1.0,test_alpha,1.0,0.22139621017114242,0.08032981194514277,0.999219,0.9991658556930348,,7.153319358825684,true,0.14386297189638164,0.25671609047718136
cifar10,resnet18,100,1,basic,basic,0.05,0.2,test_alpha,0.2,0.34133802935876256,0.1442316543217046,0.49125,0.9257611566801056,,2.964104652404785,true,0.12928731572760774,0.28697241575725413
cifar10,resnet18,101,1,basic,basic,0.05,0.3,test_alpha,0.3,0.2842469008264463,0.11193968223433926,0.745625,0.9756707910468511,,3.205690622329712,true,0.10724239679247166,0.24508817166615732
cifar10,resnet18,102,1,basic,basic,0.05,0.4,test_alpha,0.4,0.2789666745813987,0.08683942367403619,0.820312,0.9880439316001668,,4.143829822540283,true,0.10187450654274476,0.2555763072686348
cifar10,resnet18,103,1,basic,basic,0.05,0.5,test_alpha,0.5,0.35076566437972556,0.09941952999166048,0.919687,0.9929097733907966,,6.280982971191406,true,0.14545437873740097,0.346531286247853
cifar10,resnet18,104,1,basic,basic,0.05,0.6,test_alpha,0.6,0.40450478760445685,0.11690218584153667,0.979375,0.998192687334909,,3.0492827892303467,true,0.10875954240659108,0.3388416238169273
cifar10,resnet18,105,1,basic,basic,0.05,0.7,test_alpha,0.7,0.21706359649122808,0.06359574189512351,0.995313,0.9984707354372306,,4.696346282958984,true,0.09194437023296001,0.21471865390984365
cifar10,resnet18,106,1,basic,basic,0.05,0.8,test_alpha,0.8,0.20259479311543804,0.055824410812064795,0.999531,0.9995829278465175,,4.465878486633301,true,0.08211300677996575,0.19952931262266435
cifar10,resnet18,107,1,basic,basic,0.05,0.9,test_alpha,0.9,0.19421036076741272,0.05058684868340757,0.998125,1.0,,14.384140968322754,true,0.23346556493847553,0.34836437460567965
cifar10,resnet18,108,1,basic,basic,0.05,1.0,test_alpha,1.0,0.20528476084538383,0.051543211513775056,0.999531,0.9998609759488392,,7.139004707336426,true,0.12060920281373115,0.24360244227901817
cifar10,resnet18,109,1,belt,belt,0.01,0.05,test_mask_rate,0.05,0.4556013736467448,0.19716411431687741,0.998281,0.9374391769776171,0.5,2.2667596340179443,false,0.15773129145350195,0.3644810989173959
cifar10,resnet18,110,1,belt,belt,0.01,0.1,test_mask_rate,0.1,0.5519077617454342,0.25513333882874734,0.772969,0.997219518976783,0.5,3.176162004470825,false,0.20410667106299787,0.4415262093963474
cifar10,resnet18,111,1,belt,belt,0.01,0.15,test_mask_rate,0.15,0.46996950594327824,0.25127701811732805,0.897656,1.0,0.5,1.224567174911499,false,0.20102161449386247,0.3759756047546226
cifar10,resnet18,112,1,belt,belt,0.01,0.2,test_mask_rate,0.2,0.518002024537745,0.26482891246646423,0.968437,1.0,0.5,1.725853443145752,false,0.2118631299731714,0.41440161963019606
cifar10,resnet18,113,1,belt,belt,0.01,0.25,test_mask_rate,0.25,0.3183089688282772,0.17766074304457913,0.913594,0.999026831641874,0.5,2.3911495208740234,false,0.1421285944356633,0.25464717506262174
cifar10,resnet18,114,1,belt,belt,0.01,0.3,test_mask_rate,0.3,0.41245113739051853,0.18638675158379903,0.939844,1.0,0.5,2.810408592224121,false,0.14910940126703923,0.32996090991241483
cifar10,resnet18,115,1,belt,belt,0.02,0.05,test_mask_rate,0.05,0.4769667090264942,0.3068836933564757,0.982187,0.9025441401362436,0.5,6.9552321434021,true,0.3219995851244849,0.4580659976604997
cifar10,resnet18,116,1,belt,belt,0.02,0.1,test_mask_rate,0.1,0.5045346246173114,0.29226007533052234,0.843906,0.999026831641874,0.5,6.209476470947266,true,0.2986054182368733,0.4684250576663045
cifar10,resnet18,117,1,belt,belt,0.02,0.15,test_mask_rate,0.15,0.5165817575083427,0.24350811597510036,0.942031,0.9998609759488392,0.5,3.0736753940582275,true,0.2104268222019728,0.4288857354285667
cifar10,resnet18,118,1,belt,belt,0.02,0.2,test_mask_rate,0.2,0.45997759106075353,0.22948749297068327,0.959375,1.0,0.5,2.7249135971069336,false,0.18358999437654663,0.36798207284860285
cifar10,resnet18,119,1,belt,belt,0.02,0.25,test_mask_rate,0.25,0.5333480119560684,0.30231352185730476,0.984844,1.0,0.5,1.0405504703521729,false,0.2418508174858438,0.42667840956485475
cifar10,resnet18,120,1,belt,belt,0.02,0.3,test_mask_rate,0.3,0.4803432721048242,0.22863072305556043,0.992188,1.0,0.5,4.244946002960205,false,0.18290457844444835,0.3842746176838594
cifar10,resnet18,121,1,belt,belt,0.1,0.05,test_mask_rate,0.05,0.549819587628866,0.25854307797918763,0.745781,0.9979146392325873,0.5,2.662992477416992,true,0.21601427946989685,0.44903548718963954
cifar10,resnet18,122,1,belt,belt,0.1,0.1,test_mask_rate,0.1,0.8042558737661616,0.503035702996464,0.910625,1.0,0.5,1.127837061882019,false,0.4024285623971713,0.6434046990129293
cifar10,resnet18,123,1,belt,belt,0.1,0.15,test_mask_rate,0.15,0.547406184832476,0.2787605094874427,0.918281,1.0,0.5,4.166144371032715,false,0.22300840758995416,0.43792494786598085
cifar10,resnet18,124,1,belt,belt,0.1,0.2,test_mask_rate,0.2,0.3683398399485611,0.22102048821807874,0.989375,1.0,0.5,2.131744384765625,false,0.176816390574463,0.2946718719588489
cifar10,resnet18,125,1,belt,belt,0.1,0.25,test_mask_rate,0.25,0.45831980310718756,0.25162264121365796,0.998437,1.0,0.5,2.434720277786255,false,0.20129811297092637,0.36665584248575006
cifar10,resnet18,126,1,belt,belt,0.1,0.3,test_mask_rate,0.3,0.3557737427012373,0.1800687230901813,0.997031,1.0,0.5,1.2958978414535522,false,0.14405497847214505,0.28461899416098985
cifar10,resnet18,127,1,blend,blend,0.005,0.01,test_alpha,0.01,0.9019403409090909,0.5097340831328765,0.039531,0.007646322813846795,,1.2057358026504517,false,0.4077872665063012,0.7215522727272727
cifar10,resnet18,128,1,blend,blend,0.005,0.05,test_alpha,0.05,0.9321041666666667,0.4901945335680358,0.049375,0.027248714027526762,,3.563915729522705,false,0.3921556268544286,0.7456833333333335
cifar10,resnet18,129,1,blend,blend,0.005,0.1,test_alpha,0.1,0.7262877329821718,0.38140493927006625,0.516875,0.8577783956624496,,3.682950019836426,true,0.3302991967692689,0.6062054317389534
cifar10,resnet18,130,1,blend,blend,0.005,0.15,test_alpha,0.15,0.7058857566765578,0.42525053217320385,0.737031,0.9370221048241346,,2.85705304145813,false,0.34020042573856313,0.5647086053412463
cifar10,resnet18,131,1,blend,blend,0.005,0.2,test_alpha,0.2,0.5683513447105075,0.31468011799454454,0.838281,0.9724732378701515,,3.946934700012207,true,0.2810592650296971,0.48399624640246747
cifar10,resnet18,132,1,blend,blend,0.005,0.25,test_alpha,0.25,0.842974718111346,0.4133452502193645,0.929219,0.9863756429862366,,2.1913001537323,false,0.33067620017549165,0.6743797744890769
cifar10,resnet18,133,1,blend,blend,0.005,0.3,test_alpha,0.3,0.7967463479706088,0.47752301262040153,0.93625,0.9933268455442792,,2.8292598724365234,false,0.38201841009632126,0.6373970783764871
cifar10,resnet18,134,1,blend,blend,0.01,0.01,test_alpha,0.01,0.8944491421568628,0.5139953889063101,0.054219,0.007090226609203392,,1.4338116645812988,false,0.4111963111250481,0.7155593137254903
cifar10,resnet18,135,1,blend,blend,0.01,0.05,test_alpha,0.05,0.8293301361386138,0.4241165404574243,0.303594,0.5616571666898373,,2.3445987701416016,true,0.3434798575856937,0.6676507341306454
cifar10,resnet18,136,1,blend,blend,0.01,0.1,test_alpha,0.1,0.6487940801320529,0.38458335787544407,0.72375,0.9264562769359099,,5.157111167907715,true,0.35596038307611894,0.5673289608814059
cifar10,resnet18,137,1,blend,blend,0.01,0.15,test_alpha,0.15,0.6807686967707594,0.30015485045687307,0.834844,0.9794244404281941,,1.5145090818405151,false,0.24012388036549848,0.5446149574166075
cifar10,resnet18,138,1,blend,blend,0.01,0.2,test_alpha,0.2,0.7218101780185758,0.3804781760977787,0.917656,0.987904907549006,,3.9533276557922363,false,0.304382540878223,0.5774481424148606
cifar10,resnet18,139,1,blend,blend,0.01,0.25,test_alpha,0.25,0.7069470699018922,0.307132308053919,0.9475,0.9919366050326707,,2.6714746952056885,false,0.2457058464431352,0.5655576559215137
cifar10,resnet18,140,1,blend,blend,0.01,0.3,test_alpha,0.3,0.7474384282178218,0.40632829451132313,0.950937,0.9969414708744613,,1.5848819017410278,false,0.3250626356090585,0.5979507425742575
cifar10,resnet18,141,1,blend,blend,0.05,0.01,test_alpha,0.01,0.8801785714285715,0.49117811650963006,0.062344,0.021409703878771027,,8.02836799621582,false,0.3929424932077041,0.7041428571428572
cifar10,resnet18,142,1,blend,blend,0.05,0.05,test_alpha,0.05,0.49854213229992794,0.3052489907628293,0.836875,0.9641317948005005,,8.466238975524902,true,0.34438810489315874,0.49902261812283766
cifar10,resnet18,143,1,blend,blend,0.05,0.1,test_alpha,0.1,0.49847813901345284,0.24025068034651853,0.951094,0.9920756290838315,,3.263669729232788,true,0.21080044944904425,0.4173824163825917
cifar10,resnet18,144,1,blend,blend,0.05,0.15,test_alpha,0.15,0.5901066689944134,0.2851785237556762,0.96,0.9954122063116919,,9.403122901916504,true,0.3430243621230732,0.5869668783140629
cifar10,resnet18,145,1,blend,blend,0.05,0.2,test_alpha,0.2,0.6074099878303199,0.2822805129060296,0.981406,0.9995829278465175,,2.339052200317383,true,0.22992405176725433,0.49002763170668656
cifar10,resnet18,146,1,blend,blend,0.05,0.25,test_alpha,0.25,0.686030302371679,0.3131878043478311,0.99375,0.9994439037953566,,2.337790012359619,true,0.2546300907272141,0.5529040891462924
cifar10,resnet18,147,1,blend,blend,0.05,0.3,test_alpha,0.3,0.6304136747532323,0.2853249935519938,0.996875,1.0,,1.4786933660507202,false,0.22825999484159507,0.5043309398025858
cifar10,resnet18,148,1,upgd,upgd,0.005,4.0,test_eps,4.0,0.7780142670915411,0.4383163365864754,0.568438,0.47991102460725704,,2.167253017425537,true,0.35205847944027746,0.6238168238443301
cifar10,resnet18,149,1,upgd,upgd,0.005,6.0,test_eps,6.0,0.7631671637744035,0.40995857582860395,0.603281,0.6407618518003615,,1.8836889266967773,false,0.32796686066288316,0.6105337310195229
cifar10,resnet18,150,1,upgd,upgd,0.005,8.0,test_eps,8.0,0.8024409908186687,0.4058658384212537,0.252656,0.7268177394689281,,4.256786346435547,true,0.3588670728366382,0.6761271947545702
cifar10,resnet18,151,1,upgd,upgd,0.005,10.0,test_eps,10.0,0.6506755482085517,0.29253432704965454,0.675156,0.8224662866675935,,2.3838770389556885,false,0.23402746163972366,0.5205404385668414
cifar10,resnet18,152,1,upgd,upgd,0.005,12.0,test_eps,12.0,0.5830827199869153,0.22154419332209474,0.75375,0.849993048797442,,2.8042550086975098,true,0.18863051365002947,0.47786133498188593
cifar10,resnet18,153,1,upgd,upgd,0.005,16.0,test_eps,16.0,0.35325874201973295,0.18439320412830829,0.877031,0.9581537606005839,,4.92609977722168,true,0.1921854366030951,0.32727786691623484
cifar10,resnet18,154,1,upgd,upgd,0.005,20.0,test_eps,20.0,0.47633603567439264,0.2729860321474119,0.209375,0.9956902544140136,,1.5446627140045166,false,0.21838882571792953,0.3810688285395141
cifar10,resnet18,155,1,upgd,upgd,0.005,24.0,test_eps,24.0,0.5646775532581454,0.17280162539273924,0.659375,0.9984707354372306,,1.674246907234192,false,0.1382413003141914,0.45174204260651635
cifar10,resnet18,156,1,upgd,upgd,0.01,4.0,test_eps,4.0,0.6452054204062353,0.4002650470377431,0.995313,0.5886278326150424,,1.9705346822738647,false,0.3202120376301945,0.5161643363249883
cifar10,resnet18,157,1,upgd,upgd,0.01,6.0,test_eps,6.0,0.6139486892583119,0.2800093969940327,0.993125,0.8152370360072293,,1.8386363983154297,false,0.2240075175952262,0.49115895140664956
cifar10,resnet18,158,1,upgd,upgd,0.01,8.0,test_eps,8.0,0.5165605975828111,0.3200802978011026,0.549844,0.7764493257333519,,3.8351263999938965,true,0.28362598133685324,0.4408102211622201
cifar10,resnet18,159,1,upgd,upgd,0.01,10.0,test_eps,10.0,0.5772141515754425,0.33580870676346686,0.279844,0.8559710829973586,,3.1154279708862305,true,0.28492207733078523,0.47804643318036577
cifar10,resnet18,160,1,upgd,upgd,0.01,12.0,test_eps,12.0,0.6249585990976976,0.24812996854488512,0.911406,0.8936466008619491,,1.2216695547103882,false,0.1985039748359081,0.4999668792781581
cifar10,resnet18,161,1,upgd,upgd,0.01,16.0,test_eps,16.0,0.5084891181458451,0.2301527393182814,0.408906,0.9837341860141805,,1.6968339681625366,false,0.18412219145462513,0.40679129451667606
cifar10,resnet18,162,1,upgd,upgd,0.01,20.0,test_eps,20.0,0.4901292254504819,0.17291967339699332,0.099375,0.9952731822605311,,1.7863539457321167,false,0.13833573871759466,0.3921033803603855
cifar10,resnet18,163,1,upgd,upgd,0.01,24.0,test_eps,24.0,0.17245175683212488,0.06605621182535515,0.672344,0.9970804949256221,,2.061378240585327,false,0.05284496946028412,0.1379614054656999
cifar10,resnet18,164,1,upgd,upgd,0.05,4.0,test_eps,4.0,0.2708102681838138,0.1462767288611786,0.999375,0.9499513415820937,,2.1409451961517334,true,0.11801422229454739,0.21764105375265558
cifar10,resnet18,165,1,upgd,upgd,0.05,6.0,test_eps,6.0,0.3383735749614143,0.14812039396949428,0.634531,0.9908244126233838,,2.4391777515411377,true,0.12416617008834488,0.2763687148818809
cifar10,resnet18,166,1,upgd,upgd,0.05,8.0,test_eps,8.0,0.16545775977693067,0.09084721540958007,1.0,0.9847073543723064,,4.08929967880249,true,0.10422557394019163,0.1639140094340721
cifar10,resnet18,167,1,upgd,upgd,0.05,10.0,test_eps,10.0,0.47108493208675606,0.15862006030915343,0.984375,0.9646878910051438,,2.56168794631958,true,0.13448716257628857,0.38445905999837066
cifar10,resnet18,168,1,upgd,upgd,0.05,12.0,test_eps,12.0,0.4845943311874106,0.3365020636363384,0.958438,0.9717781176143473,,2.840578079223633,true,0.2811664444644941,0.3996402585053519
cifar10,resnet18,169,1,upgd,upgd,0.05,16.0,test_eps,16.0,0.3572439375436147,0.20231360512433816,0.994219,0.9961073265674962,,2.9530439376831055,true,0.1755794173172044,0.2995236832526257
cifar10,resnet18,170,1,upgd,upgd,0.05,20.0,test_eps,20.0,0.6543318944467699,0.18588618967938975,0.312656,0.9963853746698179,,1.8134455680847168,false,0.1487089517435118,0.5234655155574159
cifar10,resnet18,171,1,upgd,upgd,0.05,24.0,test_eps,24.0,0.3857665645879733,0.18620950039896855,0.443281,0.9987487835395523,,5.05472993850708,false,0.14896760031917486,0.3086132516703787
